REC_ID,REC2_ID,CULTURE,SEX,AGE,DATE_OF_BIRTH,TITLE,GIVEN_NAME,SURNAME,STATE,SUBURB,POSTCODE,STREET_NUMBER,ADDRESS_1,ADDRESS_2,PHONE_NUMBER,SOC_SEC_ID,BLOCKING_NUMBER,FAMILY_ROLE,ID
"
rec-68979-dup-0",rec-61760-org," "," f"," 29"," 19871214"," "," lara"," bradsha"," fic"," kirkstall"," 2611"," 516"," mcclure street"," "," 618 75360066"," 4486053"," 7"," NoRole",580
"
rec-28833-org",rec-4508-org," usa"," f"," 27"," 19890506"," "," emma"," dejesus"," "," balwyn north"," 5290"," 60"," kerferd street"," booligal"," 03 36430249"," 9956397"," 6"," NoRole",581
"
rec-83405-org",rec-77413-org," usa"," "," 29"," 19870310"," "," daniel"," horn"," nsw"," binya"," 3113"," 249"," goldner circuit"," sec 161"," 2 23265855"," 2292165"," 4"," NoRole",582
"
rec-10986-org",rec-68129-org," ind"," f"," 34"," 19821103"," "," tenille"," muthukrishn"," "," roxburgh park"," 4670"," 10"," la perouse street"," "," 03 82714344"," 7643592"," 3"," NoRole",583
"
rec-57750-dup-1",rec-61721-org," unk"," f"," "," 19100514"," "," sarah"," scottzackson"," nsw"," murray bridge"," 7000"," 104"," hazwell place"," red river"," 612 95988358"," 5686757"," 9"," NoRole",584
"
rec-62729-org",rec-10739-org," "," f"," 36"," 19801213"," ms"," amy"," crouch"," sa"," mitchell park"," 7250"," 39"," lewin street"," "," 07 02327807"," 5731946"," 1"," NoRole",585
"
rec-65170-org",rec-7395-org," unk"," f"," 29"," 19870622"," "," erin"," scolastique"," vic"," armadale north"," 2025"," 10"," leist street"," ferndale"," 07 77410987"," 2752679"," 9"," NoRole",586
"
rec-354-dup-0",rec-80630-org," ind"," f"," "," 19421130"," ms"," josh"," shafiqul"," "," rochedale south"," 5067"," 3"," lee-steerecrescent"," aprt 59"," 04 34325155"," 9029348"," 1"," NoRole",587
"
rec-84415-org",rec-97299-org," hun"," f"," 36"," 19800909"," "," tara"," ordina"," nsw"," mount white"," 7250"," 23"," tenison-woods circuit"," "," 2 70610739"," 9428787"," 5"," NoRole",588
"
rec-78851-org",rec-7563-org," "," f"," 24"," 19920327"," "," michael"," dichiera"," vic"," serviceton"," 7015"," 17"," dumas street"," "," 08 73095847"," 8389745"," 6"," NoRole",589
"
rec-14485-org",rec-97887-org," ser"," f"," 34"," 19821007"," "," indiana"," osmanovic"," nsw"," garah"," 4109"," 55"," richards street"," "," 2 01325263"," 3606358"," 5"," NoRole",590
"
rec-57226-org",rec-38394-org," eng"," f"," 12"," 20041007"," "," peyton"," midgley"," act"," melba"," 2422"," 31"," broadbent street"," "," 2 97049160"," 4322125"," 5"," NoRole",591
"
rec-7430-dup-0",rec-83255-org," eng"," m"," 30"," 19860402"," dr"," zac"," h ume"," qld"," goranba"," 5042"," 23"," julia flynn avenue"," the w llows"," 03 53209816"," 1421822"," 0"," NoRole",592
"
rec-83256-org",rec-15041-org," eng"," m"," "," "," ms"," jemima"," moors"," "," ascot vale"," 2031"," 38"," burnage place"," "," 04 63140202"," 1785692"," 6"," NoRole",593
"
rec-9767-dup-0",rec-29166-org," unk"," f"," 22"," 19941022"," "," ela"," abbetmeyer"," nsw"," teven"," 4055"," 1"," noel ryan karden"," "," 02 00295627"," 3858562"," 8"," NoRole",594
"
rec-20524-org",rec-46161-org," spa"," f"," 31"," 19851219"," mr"," "," casamayor"," tas"," scottsdale"," 3912"," 46"," newman morris circuit"," "," 08 35134958"," 4136646"," 0"," NoRole",595
"
rec-97786-org",rec-42470-org," chi"," m"," 31"," 19850502"," ms"," madeleine"," thien"," vic"," ozenkadnook"," 7250"," 6"," lomatia place"," "," 618 21919645"," 7689406"," 2"," NoRole",596
"
rec-40962-org",rec-86966-org," usa"," m"," 22"," 19940614"," "," jack"," velez"," wa"," flint"," 2199"," 7"," scarlett street"," "," "," 7605134"," 8"," NoRole",597
"
rec-32772-org",rec-25470-org," usa"," f"," "," 19210606"," mr"," alannah"," clarke"," qld"," cooroy mountain"," 6401"," 44"," zelman place"," melrose farm"," 613 28455795"," 9102532"," 2"," NoRole",598
"
rec-87805-org",rec-66347-org," unk"," f"," 40"," 19761028"," mr"," christian"," strawbridge"," sa"," clarendon"," 2603"," 16"," waite street"," "," 07 67253173"," 6167862"," 1"," NoRole",599
"
rec-7479-org",rec-9846-org," wel"," "," 28"," 19880114"," "," zachary"," bedward"," sa"," charlestown"," 4865"," 20"," getting crescent"," "," 7 11913049"," 2313159"," 1"," NoRole",600
"
rec-83412-org",rec-96221-org," ger"," m"," 30"," 19860619"," hon"," emma"," topp"," "," williamstown"," 2620"," 2"," bourne street"," kookardinia"," 03 47709460"," 9880274"," 1"," NoRole",601
"
rec-94195-dup-0",rec-66542-org," dut"," f"," 33"," 19831022"," "," mya"," coeman"," sa"," mount ozmond"," 4165"," 8"," bennelong crescent"," "," 07 94603872"," 2188265"," 1"," NoRole",602
"
rec-74744-org",rec-79979-org," ara"," f"," "," 19260420"," "," chloe"," marjanah"," qld"," everton hills"," 7171"," 800"," duffy street"," "," 03 70215209"," 3412806"," 3"," NoRole",603
"
rec-16196-org",rec-32714-org," "," "," "," "," mr"," benjamin"," croker"," sa"," mccracken"," 5118"," 19"," britten-jones drive"," dalmeny vlg"," 07 15233404"," 6429962"," 2"," NoRole",604
"
rec-42217-org",rec-76842-org," ind"," m"," 28"," "," "," natalie"," agroia"," "," hawthorn"," 4060"," 193"," "," renown"," 04 32523495"," 7900204"," 8"," NoRole",605
"
rec-67971-org",rec-25999-org," ger"," f"," 27"," 19890528"," "," timothy"," mallenbrandt"," vic"," terang"," 3139"," 42"," shackleton circuit"," "," 8 87547319"," 2364477"," 0"," NoRole",606
"
rec-56135-org",rec-98562-org," sri"," f"," "," 19330113"," pfc"," kylee"," jayasuriya"," nsw"," penshurst"," 2705"," 14"," chauncy crescent"," nyrang homestead"," 612 05168342"," 9261263"," 2"," NoRole",607
"
rec-22438-org",rec-34627-org," eng"," m"," "," 19470626"," mr"," bridget"," wootton"," nsw"," limeburners creek"," 2029"," "," nemarang crescent"," "," 2 07616342"," 3641360"," 7"," NoRole",608
"
rec-66322-org",rec-7268-org," usa"," f"," "," 19141024"," pfc"," finn"," foley"," nsw"," darkes forest"," 4350"," 37"," lyttleton crescent"," "," 02 05578663"," 2041727"," 3"," NoRole",609
"
rec-68719-org",rec-20985-org," eng"," f"," "," 19150806"," ms"," darcie"," stroud"," tas"," mount hicks"," 2074"," 26"," enright crescent"," "," 7 63621719"," 2905656"," 8"," NoRole",610
"
rec-8844-org",rec-73647-org," fin"," "," "," 19810203"," mr"," campbell"," carpelan"," nsw"," chiswick"," 0832"," 29"," serpentine street"," "," 2 08255971"," 1630505"," 7"," NoRole",611
"
rec-29814-org",rec-48423-org," ind"," m"," 36"," 19800618"," "," ashley"," thadani"," "," bungonia"," 3029"," 10"," garrard street"," kilnacrott"," 07 50037543"," 6052954"," 3"," NoRole",612
"
rec-42231-dup-0",rec-31502-org," vie"," m"," 27"," l9891124"," "," jake"," thÃ‰"," qld"," barnard"," 4156"," 64"," burkitt street"," profession al centre"," "," 1999511"," 9"," NoRole",613
"
rec-11498-org",rec-19583-org," jew"," f"," 24"," 19920710"," "," kye"," cantor"," wa"," munster"," 3199"," 1"," fullerton crescent"," "," 8 14905283"," 4604138"," 7"," NoRole",614
"
rec-92371-org",rec-95441-org," unk"," f"," 19"," 19970129"," "," bella"," aarts"," vic"," drysdale"," 3123"," 7"," bursaria street"," st francis vlge"," 8 07748883"," 7549678"," 0"," NoRole",615
"
rec-28443-org",rec-68170-org," usa"," "," 37"," 19790709"," "," hollie"," morrow"," vic"," rubicon"," 2148"," 5"," wolff crescent"," "," 8 57911785"," 6570753"," 4"," NoRole",616
"
rec-4257-org",rec-71041-org," eng"," f"," 32"," "," "," madison"," babcocke"," nsw"," cordeaux heights"," 7006"," "," swainsona street"," "," 02 72999619"," 5946914"," 1"," NoRole",617
"
rec-65446-org",rec-89247-org," eng"," f"," 24"," 19921013"," ms"," lochlan"," thacker"," nsw"," shortland"," 2540"," 22"," grevillea street"," "," 08 84437323"," 4735172"," 5"," NoRole",618
"
rec-41978-org",rec-58360-org," eng"," f"," "," 19160712"," "," monique"," derrickson"," vic"," maryknoll"," 2210"," 18"," "," "," 8 64223073"," 2476530"," 7"," NoRole",619
"
rec-37978-dup-0",rec-51916-org," usa"," f"," 28"," 19880621"," "," jofie"," cantu"," qld"," dundula"," 6061"," 335"," port jackson circuit"," cherrybank"," 613 92369585"," 3735886"," 1"," NoRole",620
"
rec-76163-org",rec-98626-org," tur"," "," 28"," 19881117"," "," luke"," almarghnn"," wa"," karrakatta"," 2089"," 18"," hopkins street"," "," 08 65129189"," 6397388"," 2"," NoRole",621
"
rec-98167-org",rec-7169-org," usa"," "," 36"," 19800430"," "," fiona"," hayes"," nsw"," pyree"," 3037"," 7"," wells garden"," "," 02 72910069"," 1322933"," 3"," NoRole",622
"
rec-43215-org",rec-69007-org," cze"," m"," "," 19221106"," "," brianna"," kriz"," nsw"," bungulla"," 5062"," 9"," cleland street"," "," 2 88028310"," 6052503"," 0"," NoRole",623
"
rec-29670-dup-0",rec-89103-org," unk"," f"," 29"," 19871205"," "," louise"," scoby"," "," pascoe val e south"," 2835"," 180"," limestone a venue"," "," 02 76353437"," 2561955"," 9"," NoRole",624
"
rec-79681-dup-1",rec-79943-org," usa"," f"," 34"," 19820331"," "," bree"," grant"," vik"," granya"," 3429"," 7"," lingiari courd"," quadrega"," 8 80460827"," 1594797"," 3"," NoRole",625
"
rec-74736-org",rec-8386-org," ger"," f"," "," 19890911"," ms"," claire"," traultmann"," act"," wanniassa"," 2075"," 5"," ellenborough street"," wexford"," 2 91070704"," 9079992"," 5"," NoRole",626
"
rec-47649-org",rec-42411-org," usa"," f"," 23"," 19930523"," "," kyle"," obrien"," vic"," kensington"," 4213"," 82"," boolee street"," "," 8 84568417"," 5511194"," 2"," NoRole",627
"
rec-56727-org",rec-926-org," usa"," f"," 23"," 19930916"," ms"," callum"," strickland"," nsw"," grose wold"," 3178"," 16"," moruya circuit"," "," 02 09247324"," 6235128"," 0"," NoRole",628
"
rec-78440-dup-0",rec-90955-org," usa"," f"," 30"," 19861121"," dr"," liam"," holder"," nsw"," coffs harbour"," 703 0"," 17"," madigan street"," "," 02 008889s1"," 4068167"," 0"," NoRole",629
"
rec-83627-dup-1",rec-53417-org," rom"," m"," 34"," 19820709"," mr"," connor"," minea"," vic"," knox city centre"," 6163"," 11"," william webb drife"," "," 618 85986253"," 8663694"," 2"," NoRole",630
"
rec-91549-org",rec-31712-org," afr"," f"," 24"," "," dr"," angus"," kamga"," vic"," gowanbrae"," 4567"," 10"," hannam place"," wunnamurra homestead"," 8 18171003"," 1293327"," 8"," NoRole",631
"
rec-7405-org",rec-77127-org," eng"," "," 30"," 19860101"," dr"," katelyn"," brigham"," vic"," gardenvale"," 2259"," 51"," carruthers street"," "," 618 11381188"," 9755720"," 5"," NoRole",632
"
rec-13750-org",rec-89119-org," eng"," "," 31"," 19850620"," mr"," jade"," clausson"," qld"," glen eden"," 5343"," 17"," wheadon street"," corringal"," 3 01369458"," 4568050"," 3"," NoRole",633
"
rec-38444-org",rec-5442-org," ind"," f"," 35"," 19810220"," "," jasmine"," shahani"," nsw"," spicers creek"," 7277"," 76"," henty street"," "," 08 33514233"," 1259870"," 8"," NoRole",634
"
rec-10770-org",rec-55157-org," eng"," m"," "," 19120522"," "," helena"," hayward"," qld"," murphys creek"," 2075"," 1"," holyman street"," "," 03 71078760"," 7875967"," 5"," NoRole",635
"
rec-91578-dup-0",rec-30352-org," chi"," l"," 30"," 19860717"," "," rachael"," gu"," qld"," oorindi"," 2975"," "," kavel street"," "," 3 01784058"," 6450534"," 0"," NoRole",636
"
rec-32724-org",rec-72320-org," unk"," f"," "," 19570813"," "," nathan"," abbondandola"," nsw"," greenwich"," 3109"," 365"," summerland circuit"," jaholma park"," 612 87997585"," 1159737"," 9"," NoRole",637
"
rec-35820-org",rec-72210-org," unk"," f"," 43"," 19730406"," ms"," gracie"," abat"," tas"," stowport"," 3137"," 18"," healy street"," wanding"," 7 76147736"," 8292108"," 3"," NoRole",638
"
rec-85323-org",rec-31920-org," eng"," f"," 30"," 19861025"," "," abbey"," irving"," nsw"," wallaga lake"," 5373"," 48"," bourchier close"," "," 2 87509726"," 4359275"," 9"," NoRole",639
"
rec-19318-org",rec-35652-org," eng"," f"," 7"," 20090728"," "," olivia"," keegan"," nsw"," attunga"," 4102"," 10"," marcus clarke street"," arcadia"," 02 50314244"," 6093411"," 9"," NoRole",640
"
rec-71703-org",rec-61010-org," unk"," m"," 37"," 19790529"," "," matthew"," aakre"," vic"," moe"," 2100"," 25"," maitland street"," cobbedah"," 618 74784053"," 3869574"," 5"," NoRole",641
"
rec-43618-org",rec-23837-org," chi"," f"," 21"," "," "," julia"," gao"," "," "," 4109"," 24"," currong street"," mathlie"," 03 48092519"," 6893557"," 8"," NoRole",642
"
rec-32062-org",rec-603-org," "," f"," 28"," 19880804"," dr"," melinda"," dugdale"," nsw"," westmeadows"," 5412"," 8"," wakefield avenue"," "," 02 53114211"," 5561676"," 0"," NoRole",643
"
rec-26487-org",rec-76064-org," eng"," "," 24"," 19921109"," ms"," joshua"," thacker"," nsw"," milperra"," 2170"," 66"," eugenia street"," "," 02 32314516"," 8173937"," 0"," NoRole",644
"
rec-33597-org",rec-24522-org," chi"," m"," 21"," 19950216"," ms"," anari"," ren"," wa"," paralowie"," 4350"," 18"," hussey cove"," "," 618 94688239"," 1140579"," 7"," NoRole",645
"
rec-44948-org",rec-82670-org," usa"," "," 29"," 19871108"," "," lucas"," lancaster"," vic"," douglas"," 2159"," 26"," crisp circuit"," "," 8 78622524"," 1078061"," 2"," NoRole",646
"
rec-9301-org",rec-80032-org," vie"," f"," 11"," 20050410"," "," megan"," truong"," qld"," kaimkillenbun"," 2606"," 16"," novar street"," "," 613 84740903"," 8056577"," 4"," NoRole",647
"
rec-51545-org",rec-31497-org," eng"," f"," 33"," 19830106"," "," benjamin"," seymour"," wa"," gidgegannup"," 2289"," 105"," gollan street"," sec 1"," 618 54284059"," 4121368"," 3"," NoRole",648
"
rec-50613-org",rec-57125-org," eng"," f"," 29"," 19870203"," "," ethan"," carlisle"," nsw"," garden suburb"," 4130"," 4"," severne crescent"," "," 2 90135826"," 1042063"," 5"," NoRole",649
"
rec-85089-dup-0",rec-73135-org," chi"," "," 31"," 19851116"," "," lafa"," choe"," "," flemington"," 2602"," 1"," collings street"," "," 07 21092012"," 1495156"," 4"," NoRole",650
"
rec-56075-dup-0",rec-5112-org," eng"," f"," 20"," 19961126"," "," vincent"," jepson"," a"," nulsen"," 2008"," 2"," hawkespury crescent"," "," 618 80496026"," 7416011"," 9"," NoRole",651
"
rec-58094-org",rec-21261-org," eng"," m"," 31"," 19850822"," ms"," emiily"," alfson"," sa"," flaxley"," 2118"," 30"," brophy street"," "," 617 49429001"," 8172787"," 7"," NoRole",652
"
rec-12860-org",rec-87278-org," unk"," f"," 33"," 19831116"," mr"," natalie"," stratou"," qld"," cloyna"," 6162"," 4"," "," "," 613 68662548"," 1788610"," 5"," NoRole",653
"
rec-35684-org",rec-66558-org," gre"," "," 22"," 19940421"," "," mitchell"," stavrianos"," nsw"," ballalaba"," 4161"," 58"," golden grove"," port 262"," 2 69929917"," 9080048"," 2"," NoRole",654
"
rec-19414-org",rec-40277-org," chi"," f"," 29"," 19870429"," ms"," finn"," tswei"," act"," weston"," 4224"," 16"," woodfull loop"," parkvale"," "," 9336205"," 1"," NoRole",655
"
rec-14870-org",rec-94220-org," ger"," f"," 32"," 19841101"," mr"," tai"," ferschtman"," nsw"," elderslie"," 2160"," "," malindi place"," st clair park"," 02 14046280"," 8859103"," 8"," NoRole",656
"
rec-70406-org",rec-13520-org," eng"," f"," 29"," 19871220"," dr"," andrew"," pressley"," wa"," nullagine"," 3630"," 1"," beaumont close"," "," 618 48326301"," 8522128"," 5"," NoRole",657
"
rec-87894-org",rec-57808-org," pol"," f"," 12"," 20040705"," mr"," ella"," blaszczyk"," "," toowoomba"," 2000"," 1"," blinkhorn place"," halfway hill"," 04 41668987"," 9853681"," 7"," NoRole",658
"
rec-96516-org",rec-96405-org," usa"," m"," 7"," "," "," rourke"," lo"," vic"," walwa"," 3133"," 12"," fawkner street"," gantham"," 8 35054799"," 3250976"," 7"," NoRole",659
"
rec-43466-dup-0",rec-97377-org," eng"," f"," 35"," 19811104"," dr"," mikalea"," kiplihg"," nsw"," hastings"," 3775"," 282"," waddell place"," the links"," 2 60424760"," 5558730"," 9"," NoRole",660
"
rec-79828-org",rec-78787-org," unk"," f"," 34"," 19820319"," "," brianna"," scottjackson"," nsw"," pelton"," 2287"," 110"," waranga place"," "," 612 33997076"," 2476468"," 4"," NoRole",661
"
rec-4648-org",rec-19244-org," chi"," f"," 34"," 19820418"," "," tara"," juan"," "," westmeadows"," 6006"," 2"," buxton street"," murray river queen"," 08 98287172"," 5200043"," 1"," NoRole",662
"
rec-2838-org",rec-41878-org," ger"," f"," 24"," 19920616"," "," ethan"," linesch"," wa"," guildford"," 6207"," 25"," stockdale street"," "," 08 64342730"," 2594065"," 1"," NoRole",663
"
rec-59146-dup-1",rec-33953-org," afg"," "," 27"," "," "," jestsica"," nuri"," nsw"," tascott"," 4350"," 71"," von guerard crescent"," st francis village"," 612 57085236"," 2750571"," 3"," NoRole",664
"
rec-7700-org",rec-53296-org," unk"," "," 29"," 19870923"," ms"," bella"," scjum"," qld"," wallumbilla south"," 5164"," 8"," burkitt street"," "," 613 13602813"," 2951888"," 5"," NoRole",665
"
rec-72883-dup-0",rec-920-org," ind"," f"," 26"," 19901010"," "," prude  e"," sritharan"," nsw"," premer"," 3218"," 81"," derrington crescent"," inveraray"," 02 08991318"," 2210482"," 9"," NoRole",666
"
rec-40894-org",rec-36970-org," unk"," f"," 37"," "," "," jorja"," straw"," nsw"," condobolin"," 4350"," 36"," colebatch place"," sherwood"," 02 70886578"," 8921643"," 1"," NoRole",667
"
rec-25665-dup-0",rec-96874-org," cze"," m"," "," "," "," jessica"," konopka"," nsw"," mount keira"," "," 17"," murranjistreet"," "," "," 245 3847"," 5"," NoRole",668
"
rec-32590-org",rec-52264-org," eng"," f"," 34"," 19820221"," mr"," marley"," milburn"," nsw"," the risk"," 3170"," 41"," macnaughton street"," campaspe"," 2 00125607"," 6367071"," 6"," NoRole",669
"
rec-10348-org",rec-29386-org," ira"," "," 29"," 19870311"," ms"," kayla"," nasiri"," act"," manuka"," 5038"," 555"," scantlebury crescent"," canowindra"," 02 00856709"," 8700426"," 1"," NoRole",670
"
rec-51445-dup-1",rec-29353-org," usa"," "," 36"," 19800802"," "," set"," reeves"," sta"," wistow"," 4507"," 9"," university avenue"," "," 07 70758853"," 5821975"," 1"," NoRole",671
"
rec-89752-org",rec-74641-org," usa"," f"," 33"," 19830727"," ms"," morgan"," rocha"," qld"," north deep creek"," 3196"," 52"," charteris crescent"," "," 613 43378618"," 9236962"," 6"," NoRole",672
"
rec-59683-org",rec-31301-org," swe"," f"," 20"," 19961111"," "," oliver"," holmÂ¾n"," sa"," bundanoon"," 2714"," 5"," gingana street"," "," 7 05459968"," 7135667"," 5"," NoRole",673
"
rec-85982-org",rec-13632-org," eng"," f"," 35"," 19811211"," "," katelyn"," triggs"," "," toowoomba"," 3204"," 4"," lobelia street"," "," 02 88555883"," 4599060"," 0"," NoRole",674
"
rec-9872-org",rec-39589-org," eng"," "," 24"," 19920413"," "," campbell"," fraser"," wa"," mukinbudin"," 2443"," 32"," eagle circuit"," sec 61"," 618 97234044"," 6952236"," 6"," NoRole",675
"
rec-40549-org",rec-52418-org," jew"," f"," 30"," 19860412"," "," luke"," disraeli"," nsw"," noble park"," 3066"," 2"," bellinger circuit"," yarrimbah"," 612 15721169"," 3954958"," 9"," NoRole",676
"
rec-8659-dup-1",rec-8189-org," fin"," f"," "," 19110520"," "," pyron"," katajarnki"," wa"," kardinia"," 4152"," 11"," cuthbert circuit"," "," 618 75165068"," 9881219"," 1"," NoRole",677
"
rec-22462-dup-0",rec-63837-org," eng"," m"," 12"," 20041019"," "," alana"," zamuel"," nsw"," woodfille"," 6156"," 29"," gallagher street"," "," 612 07513332"," 4912716"," 1"," NoRole",678
"
rec-25350-org",rec-85051-org," usa"," f"," "," 19400228"," "," samantha"," little"," vic"," knox city centre"," 2157"," 134"," castleton crescent"," karsul"," 08 57686853"," 4486153"," 0"," NoRole",679
"
rec-69988-dup-0",rec-69355-org," eng"," f"," 30"," 19861231"," "," amber"," lund"," qld"," wuruma dam"," 3071"," 10"," brigalow street"," "," 3 40736322"," 9867467"," 4"," NoRole",680
"
rec-30411-org",rec-8196-org," usa"," f"," 38"," 19780627"," "," april"," vance"," nsw"," pemulwuy"," 3814"," 2"," lambell close"," "," 02 56716397"," 8814459"," 1"," NoRole",681
"
rec-61919-org",rec-74608-org," ara"," f"," "," 19240729"," "," jasmyn"," nusrat"," qld"," susan river"," 4215"," 9"," tanumbirini street"," brentwood vlge"," 03 44052840"," 4589350"," 1"," NoRole",682
"
rec-28807-org",rec-70764-org," chi"," f"," 29"," 19870831"," ms"," tommy"," shou"," "," bundaberg"," 4165"," 45"," woollum street"," "," 02 77309697"," 7742900"," 2"," NoRole",683
"
rec-74931-org",rec-79003-org," chi"," f"," 9"," 20071023"," "," nicholas"," so"," vic"," tuerong"," 5070"," 2"," macquarie street"," bobblegigbie"," "," 1528143"," 8"," NoRole",684
"
rec-55539-org",rec-46993-org," cze"," f"," 24"," 19920303"," ms"," ethan"," varcolik"," nsw"," girilambone"," 7006"," 56"," cambridge street"," "," 02 03231772"," 9044996"," 9"," NoRole",685
"
rec-4534-dup-1",rec-56288-org," nor"," m"," 24"," 19921227"," "," harrit"," srensen"," qld"," mitle park"," 4211"," 37"," rogers street"," "," 3 15916850"," 9689101"," 0"," NoRole",686
"
rec-32645-dup-0",rec-93438-org," chi"," f"," "," "," "," lilly"," meng"," nsw"," south granvile"," "," "," gilbert jtreet"," curringa"," 612 21859869"," 1169713"," 0"," NoRole",687
"
rec-2394-org",rec-67160-org," usa"," f"," 35"," 19811229"," dr"," calvin"," vance"," qld"," cleveland"," 3170"," 26"," lipscomb place"," "," 613 47287628"," 5163875"," 7"," NoRole",688
"
rec-95045-org",rec-54119-org," unk"," m"," 34"," 19820823"," "," jasmyn"," sciacca"," tas"," neika"," 2770"," 23"," kelleway avenue"," "," 7 63664576"," 7457116"," 7"," NoRole",689
"
rec-4413-org",rec-83441-org," eng"," f"," 36"," "," "," nicholas"," babcoke"," nsw"," werrington county"," 4870"," 20"," tungun street"," "," 2 71875785"," 3386724"," 7"," NoRole",690
"
rec-73799-dup-1",rec-22448-org," eng"," f"," 23"," 19931214"," "," hannah"," "," ns w"," sydney"," 4703"," g"," wanganeen avenue"," holmleigh"," 612 10194068"," 7343777"," 3"," NoRole",691
"
rec-52670-dup-1",rec-64669-org," chi"," "," 31"," "," "," rachel"," guo"," qld"," wandin north"," 2572"," 4 "," dooland  ourt"," "," 3 35191672"," 9232244"," 3"," NoRole",692
"
rec-88633-org",rec-32458-org," ara"," "," 31"," 19851019"," "," aiden"," iffah"," nsw"," huntleys cove"," 7250"," 11"," barada crescent"," "," 02 93377818"," 9203082"," 3"," NoRole",693
"
rec-82325-org",rec-70399-org," usa"," f"," 30"," 19860920"," "," adele"," oneal"," vic"," murroon"," 2671"," 64"," teakle place"," "," 8 54238374"," 6272268"," 8"," NoRole",694
"
rec-44252-org",rec-88179-org," abo"," m"," "," 19080207"," "," chloe"," ofanengaue"," "," st ives"," 3465"," 149"," barrallier street"," "," 02 42561546"," 7778948"," 1"," NoRole",695
"
rec-3622-org",rec-85238-org," eng"," f"," 38"," 19780109"," ms"," thomas"," cristiansen"," qld"," sunnyside"," 6155"," 30"," turriff street"," eden park"," 613 81260097"," 5427929"," 6"," NoRole",696
"
rec-71106-dup-1",rec-50606-org," chi"," f"," "," 19700408"," "," bianca"," lai"," vic"," gymbowen"," 4055"," 17"," archibald street"," tinaroo falls"," 08 83503791"," 6671226"," 6"," NoRole",697
"
rec-2681-org",rec-43453-org," usa"," f"," 31"," 19850110"," dr"," rebekah"," bryant"," vic"," moutajup"," 5069"," 46"," strong place"," "," 618 62461581"," 1861399"," 1"," NoRole",698
"
rec-54023-dup-1",rec-50351-org," vie"," f"," 29"," 19870811"," "," nicole"," xuan"," vic"," kelnscott"," 4214"," 35"," bindaga street"," "," 618 01923091"," 1113 102"," 7"," NoRole",699
"
rec-24373-org",rec-31701-org," eng"," f"," 21"," 19950723"," "," amber"," christisen"," sa"," medindie"," 6061"," 34"," templeton street"," flinders place"," 07 81947097"," 7352221"," 7"," NoRole",700
"
rec-43637-dup-1",rec-41323-org," usa"," f"," 11"," 20051016"," mr"," joe "," doyle"," nsw"," wilson"," 2290"," 9"," yarrastreet"," deuverney"," 02 84831772"," 8417017"," 3"," NoRole",701
"
rec-60075-org",rec-9707-org," eng"," f"," 22"," 19940415"," ms"," ethan"," mcniel"," sa"," sefton park"," 6167"," 32"," simmie place"," "," "," 1319009"," 7"," NoRole",702
"
rec-52047-org",rec-9854-org," eng"," f"," "," 19100202"," hon"," jonathon"," milford"," vic"," dunnstown"," 3123"," 21"," barrallier street"," "," 618 54661244"," 6301921"," 2"," NoRole",703
"
rec-15220-org",rec-20665-org," ind"," f"," "," "," "," gracie"," jagarlamudi"," vic"," cowangie"," 2770"," 16"," mckillop circuit"," "," 618 91452425"," 6172031"," 6"," NoRole",704
"
rec-1527-org",rec-84852-org," ser"," f"," 21"," 19950428"," "," matthew"," topic"," wa"," coolgardie"," 4114"," 30"," "," "," 618 64000201"," 7111203"," 9"," NoRole",705
"
rec-60604-dup-0",rec-93042-org," fre"," f"," 19"," 1997 01 13"," "," joseph"," fevre"," act"," forde"," 3071"," 54"," sturt avenue"," dark corner"," 612 26244567"," 9924142"," 3"," NoRole",706
"
rec-33312-dup-0",rec-59160-org," eng"," f"," 28"," 19880109"," "," petreece"," martinson"," "," leichhart"," 4570"," 28"," gelibrand street"," nuffield village"," "," 1714962"," 4"," NoRole",707
"
rec-42598-org",rec-43715-org," eng"," "," 24"," "," "," liam"," tennison"," sa"," brighton"," 3136"," 24"," corroboree park"," "," 617 10980397"," 5231035"," 1"," NoRole",708
"
rec-10871-org",rec-45454-org," chi"," f"," "," "," "," connor"," phan"," nsw"," talbingo"," 2540"," "," tank street"," "," 04 89847904"," 3717868"," 0"," NoRole",709
"
rec-87668-org",rec-9932-org," por"," f"," 33"," 19830731"," ms"," ellen"," domingues"," nsw"," wybong"," 2400"," 25"," keats place"," waratana"," 2 82823275"," 7598420"," 1"," NoRole",710
"
rec-47255-org",rec-32006-org," chi"," f"," "," 19980206"," "," daniel"," nan"," act"," gordon"," 6058"," 40"," medley street"," bungarra"," 612 53681309"," 7854554"," 2"," NoRole",711
"
rec-80592-org",rec-36540-org," ind"," f"," 32"," 19840728"," "," hamish"," tuhina"," qld"," dakenba"," 2615"," 29"," hope street"," oakvale cottage"," 3 61631120"," 4101424"," 2"," NoRole",712
"
rec-54631-org",rec-2966-org," usa"," f"," 29"," 19870721"," "," lachlan"," "," nsw"," woodview"," 3931"," 2"," sargood street"," sec 4096"," 612 84302806"," 6216255"," 2"," NoRole",713
"
rec-97875-org",rec-86061-org," unk"," f"," 35"," 19810408"," "," holly"," aaternir"," "," potts point"," 6069"," 40"," goyder street"," bunderry"," 04 24159721"," 9645325"," 1"," NoRole",714
